match_id,action_id,n_lane_blockers,max_def_cheap,max_def_exact,exact_score_of_cheap_pid,pid_cheap,pid_exact
10502,24,6,1.3002053174711302e-13,0.0,,,
10502,25,5,0.0008632291861317165,0.736521792640453,0.008573571778478506,13121.0,8343.0
10502,26,5,0.0007086808695686602,0.5933354700878877,0.01707890266891554,13121.0,8343.0
10502,27,6,0.0,1.1359535008919917,,,1522.0
10502,29,8,0.03132347486546041,1.1753796423380969,0.0,8033.0,8022.0
10502,30,8,0.07358927395066626,2.1594291790707407,0.00020958386994962552,8033.0,8022.0
10502,31,7,0.03981104792953501,0.6132747146822766,0.18911210468624606,8026.0,284.0
10502,32,6,0.04341705882151683,1.24351961026907,0.0,11094.0,284.0
10502,33,6,0.005593056536530813,1.7438540227156851,0.853509864814721,8022.0,8134.0
10502,34,6,0.0,0.0,,,
10502,35,7,0.0,0.0,,,
10502,36,7,9.05605680809743e-11,0.0,0.0,8026.0,
10502,37,7,2.501515060679126e-10,0.0,0.0,1522.0,
10502,38,6,1.215903698882387e-05,0.0,0.0,1522.0,
10502,39,5,0.009061647562941214,0.32197014092179166,0.009061116490587828,1339.0,1971.0
10502,41,3,0.000964721067002495,0.0,0.0,1522.0,
10502,42,4,0.0,0.0,,,
10502,43,4,2.3706107008484288e-05,0.2906333455448067,7.228585858776171e-07,107.0,1971.0
10502,44,9,4.016702393282551e-05,0.8645292972740677,0.12161970533214905,1334.0,916.0
10502,45,10,0.02470869093604852,0.9989210581412697,0.003291588108145227,802.0,1973.0
10502,46,9,0.23906602653928097,1.181963437786223,0.24524797852065028,11094.0,8134.0
10502,47,9,0.10995020674815105,0.8783448330754178,0.12961042584580884,8327.0,8134.0
10502,48,6,0.0807066872844727,0.8675521184708632,0.059801961896042144,8033.0,8026.0
10502,49,7,0.035918783976588285,2.331046862889095,0.0,1339.0,8343.0
10502,51,10,0.04367376253967883,0.6146944372026875,0.051108762947349895,8327.0,8026.0
10502,52,9,0.027915751501050596,0.7984728419118454,0.04389836146715087,37.0,8134.0
10502,55,8,0.00833291302163618,1.0038495585684344,0.1529548529475111,37.0,1522.0
10502,56,9,0.0864272818940304,0.5490040278079524,0.08018433098540889,8342.0,8022.0
10502,57,9,0.09905149863844671,0.5490040278079524,0.08018433098540889,8342.0,8022.0
10502,58,7,0.008600930241793798,0.6106384485743845,0.00019424841690351968,1339.0,916.0
10502,59,7,0.002189720350098115,0.7042923493604443,0.0827467265069366,8343.0,916.0
10502,60,7,0.0015611717420728464,0.7042923493604443,0.0827467265069366,8343.0,916.0
10502,61,6,0.0006908707644588965,0.0,0.0,8134.0,
10502,62,6,0.004724757079465399,0.0,0.0,284.0,
10502,63,8,0.0939987823058153,0.0,0.0,8134.0,
10502,64,7,0.009771735006309333,0.5152082294718934,0.003888539537344027,1334.0,916.0
10502,65,8,0.008291103051815596,1.3207349937749577,0.006760277527866787,1334.0,1973.0
10502,66,8,0.00931783616982704,1.3207349937749577,0.0007078741778836495,1339.0,1973.0
